Tournament_Type,Opponent,Wins,Losses,Total_Matches,Win_Percentage
Other,Santhosh Gujje,2,0,2,100.0
Other,Mike Andrews,1,0,1,100.0
Other,Boycott Geoffrey,3,0,3,100.0
Other,Mohammad Ahyan,2,0,2,100.0
Other,Subhanazaan,1,0,1,100.0
Other,Sai,1,0,1,100.0
Other,Veekshith4,1,0,1,100.0
Other,Adilmirza,1,0,1,100.0
Other,timephilospher13,1,0,1,100.0
Other,prudhiviraj,1,0,1,100.0
Other,zubair16,1,0,1,100.0
Other,Shikhar Sharma,1,0,1,100.0
Other,Janjo,1,0,1,100.0
Other,Puneet,0,1,1,0.0
Other,Ikram Khan,2,0,2,100.0
Other,Boora,1,0,1,100.0
Other,K2L,1,1,2,50.0
Other,Venomvertex24,1,0,1,100.0
Other,ammarkhan87,2,0,2,100.0
Other,Viraj Sankholkar,1,0,1,100.0
Other,Finalstatue,1,0,1,100.0
Other,AminSajwani17,1,0,1,100.0
Other,harsha425,1,0,1,100.0
Other,fas,1,1,2,50.0
Other,GoldBadger2650,1,0,1,100.0
Other,Muhammad Janjua,1,0,1,100.0
Other,Parth Patel,0,0,1,0.0
Other,Zackahmed2020,0,1,1,0.0
Other,Narayanharimittal,0,1,1,0.0
Other,Aalok,0,0,1,0.0
Other,Izhar Ali,0,1,1,0.0
Other,Mudi,0,0,1,0.0
Other,Bharath Simha Reddy Bobbala,0,1,1,0.0
Other,Isco71,0,0,1,0.0
Other,Arshpreet Singh,1,0,1,100.0
Other,మధు కిరణ్ తుమ్మిడి,0,1,1,0.0
Other,Mehmood,1,0,1,100.0
Other,Vishal,1,0,1,100.0
Other,LaughingMacaw9638,0,1,1,0.0
Other,Salim Syed,0,1,1,0.0
Other,Garvish,0,1,1,0.0
Other,SamP,1,1,2,50.0
Other,Shayak Mukherjee,0,1,1,0.0
Other,wajihhaider1,0,1,1,0.0
Other,Gautam Khandige,2,0,2,100.0
Other,Jack,1,0,1,100.0
Other,Karanveer Singh,3,0,3,100.0
Other,Ram,2,0,2,100.0
Other,Numan Sarfraz,2,0,2,100.0
Other,Srikanth Mamidi,1,0,1,100.0
Other,Sohaib Arshad,2,0,2,100.0
Other,Anil Roy,1,0,1,100.0
Other,Morne Herselman,1,0,1,100.0
Other,Atul Gupta,1,0,1,100.0
Other,Lets workout,1,0,1,100.0
Other,Arslan Cheema,1,0,1,100.0
Other,Sheikh0300,1,0,1,100.0
Other,amazing11,1,0,1,100.0
Other,CS COATs,1,0,1,100.0
Other,James Middleton,1,0,1,100.0
Other,Imran Shariff,1,0,1,100.0
Other,Jigar Adhiya,1,0,1,100.0
Other,SAi Kumar Reddy,1,0,1,100.0
Other,Deepuppal,1,0,1,100.0
Other,Rohan,1,0,1,100.0
Other,Jeevan,0,1,1,0.0
Other,Another Cricketer,1,0,1,100.0
Other,musascontact,1,0,1,100.0
Other,deepu_vyshu,1,0,1,100.0
Other,Stealthemu,1,0,1,100.0
Other,Ali,1,0,1,100.0
Other,Right_handed_batsman,1,0,1,100.0
Other,Ali110,1,0,1,100.0
Other,Santosh,1,0,1,100.0
Other,SadhiqCMA,1,0,1,100.0
Other,Stone Cold316,1,0,1,100.0
Other,vrmaha8055,1,0,1,100.0
Other,Dushyanth,1,0,1,100.0
Other,Iceman,0,1,1,0.0
Other,Anil Solanki,1,0,1,100.0
Other,FriendlyFlamingo9461,1,0,1,100.0
Other,bizwiz00,2,0,2,100.0
Other,Mandy Mandanna,1,0,1,100.0
Other,Albert,1,0,1,100.0
Other,DataDragon,1,0,1,100.0
Other,mnfumatiya,1,0,1,100.0
Other,San Van,1,0,1,100.0
Other,Barney,1,0,1,100.0
Other,rishirocks22,1,0,1,100.0
Other,FrostedNarwhal4218,1,0,1,100.0
Other,Nishant Kumar,0,1,1,0.0
Other,RONAK,0,1,1,0.0
Other,Meer03,1,0,1,100.0
Other,Akshar1127,1,0,1,100.0
Other,Niles,1,0,1,100.0
Other,Asif Eqbal,0,1,1,0.0
Other,Fucuras,1,0,1,100.0
Other,Adeel Prasla,1,0,1,100.0
Other,Harsh,0,1,1,0.0
Other,Kinshuk Kashyap,1,0,1,100.0
Other,nxy6608,1,0,1,100.0
Other,CyyM07,1,0,1,100.0
Other,AJ-Abhi,1,0,1,100.0
Other,Mustafa Hussain,1,0,1,100.0
Other,BazBall,0,1,1,0.0
Other,Steve,1,0,1,100.0
Other,Haleyangilella,1,0,1,100.0
Other,HarshaPopuri,1,0,1,100.0
Other,Shashank Ubarhande,1,0,1,100.0
Other,Praneeth,1,0,1,100.0
Other,Mumar19,1,0,1,100.0
Other,Vidit Chopra,1,0,1,100.0
Other,Mayank Dungarwal,0,1,1,0.0
Other,Regor024,1,0,1,100.0
Other,Mohitv90,1,0,1,100.0
Other,Amna,1,0,1,100.0
Other,Abhya73,1,0,1,100.0
Other,Sumit,1,0,1,100.0
Other,JumpingWren3304,1,0,1,100.0
Other,GoofyTapir5006,1,0,1,100.0
Other,Chan8690,1,0,1,100.0
Unknown,poolmaster,2,0,2,100.0
Unknown,Jyothi Swaroop,2,0,2,100.0
Unknown,Scott Thompson,1,0,1,100.0
Unknown,anveshkolli,1,0,1,100.0
Unknown,Dr VIGHNESH B,0,1,1,0.0
Unknown,Karthik Kosuri,1,0,1,100.0
Unknown,Rachit3069,4,2,6,66.7
Unknown,chiku0215,2,7,9,22.2
Unknown,Keerthi G,2,0,2,100.0
Unknown,Kp,0,1,1,0.0
Unknown,Pavan Singh,0,1,1,0.0
Unknown,Jaadooo,0,1,1,0.0
Unknown,Salmankhan24,1,0,1,100.0
Unknown,Abeer,1,0,1,100.0
Unknown,Sukhu75,2,0,2,100.0
Unknown,Nii,1,0,1,100.0
Unknown,Rahul Badhan,1,0,1,100.0
Unknown,pu2wilson,4,1,5,80.0
Unknown,Avanesh,1,0,1,100.0
Unknown,Animal,0,1,2,0.0
Unknown,Rashesh,1,1,2,50.0
Unknown,Sai Kittu,1,0,1,100.0
Unknown,Srinunaidu,0,0,1,0.0
Unknown,Salman Ayub,0,0,1,0.0
Unknown,ArunJalanila,0,0,1,0.0
Unknown,Krishnakumar K,0,1,1,0.0
Unknown,AnythingIsPossible,0,1,1,0.0
Unknown,NEW ZEALAND,0,0,1,0.0
Unknown,Varshnem,0,0,1,0.0
Unknown,Raj Patil,0,0,1,0.0
Unknown,Shoaib,0,0,1,0.0
Unknown,KiranDevara,0,0,1,0.0
Unknown,NiTiN,4,0,4,100.0
Unknown,Vishal dhanala,2,0,2,100.0
Unknown,Fetalice,2,0,2,100.0
Unknown,Krishna Prashanth,0,1,1,0.0
Unknown,HighestSaint,1,0,1,100.0
Unknown,Gonnabathula,0,2,2,0.0
Unknown,AJ,1,0,1,100.0
Unknown,Nikhil,2,2,4,50.0
Unknown,RiteshSbgIndia,1,0,1,100.0
Unknown,Adeep kumar sahoo,0,1,1,0.0
Unknown,kAiZZeR 007,2,0,2,100.0
Unknown,AjgarJurraat,1,0,1,100.0
Unknown,aviroyal,1,0,1,100.0
Unknown,Abhitiwa,2,0,2,100.0
Unknown,Alishan Abdul Qadir,1,0,1,100.0
Unknown,Ajaura,1,0,1,100.0
Unknown,SinghTaran,1,0,1,100.0
Unknown,VR Meta,1,0,1,100.0
Unknown,Nkmaharana,1,0,1,100.0
Unknown,Munawar,1,0,1,100.0
Unknown,Justin Davies,1,0,1,100.0
Unknown,Haider,1,0,1,100.0
Unknown,VK,0,3,3,0.0
Unknown,Rishab Prashanth,4,3,7,57.1
Unknown,shri,1,0,1,100.0
Unknown,GoWinNow,2,8,10,20.0
Unknown,Shrey,1,0,1,100.0
Unknown,Zain Sarwar,2,0,2,100.0
Unknown,Donz Rohilla,1,0,1,100.0
Unknown,A1andominic,1,0,1,100.0
Unknown,Faisal hayat,3,0,3,100.0
Unknown,quick-bravery,2,0,2,100.0
Unknown,Anumala,2,0,2,100.0
Unknown,Jaitik Berawala,0,2,2,0.0
Unknown,WhoGamer,1,1,2,50.0
Unknown,taran2388,3,0,3,100.0
Unknown,Haree,2,0,2,100.0
Unknown,KYADASI SRIKANTH,1,0,1,100.0
Unknown,IshanOshin,2,0,2,100.0
Unknown,Gary Belcher,2,0,2,100.0
Unknown,Yogesh Shrivastava,2,0,2,100.0
Unknown,Zeeshan,0,1,1,0.0
Unknown,Dev,1,0,1,100.0
Unknown,N@N!,1,0,1,100.0
Unknown,Kunal,1,0,1,100.0
Unknown,GalacticParakeet3590,1,0,1,100.0
Unknown,Vivek Venugopal,1,0,1,100.0
Unknown,Wizheart,1,0,1,100.0
Unknown,Shikhar,2,0,2,100.0
Unknown,aravindun,3,1,4,75.0
Unknown,Junadkhan,2,0,2,100.0
Unknown,Arjunak23,3,1,4,75.0
Unknown,Dinosa_VR,1,0,1,100.0
Unknown,Pratik Chandarana,1,0,1,100.0
Unknown,manjunath0591,1,0,1,100.0
Unknown,Tharshith,1,0,1,100.0
Unknown,farazshamim9,2,0,2,100.0
Unknown,Powerplay6100,1,0,1,100.0
Unknown,Hamza,1,0,1,100.0
Unknown,AshMc1,1,0,1,100.0
Unknown,uzair52,1,0,1,100.0
Unknown,akarsh86,2,0,2,100.0
Unknown,emms.shergill,2,2,4,50.0
Unknown,martinc41,1,0,1,100.0
Unknown,saketh,2,0,2,100.0
Unknown,ai.x,1,0,1,100.0
Unknown,sumair,1,0,1,100.0
Unknown,DireKirby,0,1,1,0.0
Unknown,Dax,1,0,1,100.0
Unknown,GameParade8258_YT,1,1,2,50.0
Unknown,Faheem,1,0,1,100.0
Unknown,Devil,2,0,2,100.0
Unknown,ADITHYA GOURIBHATLA,2,0,2,100.0
Unknown,MJ,0,1,1,0.0
Unknown,Santhosh Gujje,2,0,2,100.0
Unknown,Mike Andrews,1,0,1,100.0
Unknown,Boycott Geoffrey,3,0,3,100.0
Unknown,Mohammad Ahyan,2,0,2,100.0
Unknown,Subhanazaan,1,0,1,100.0
Unknown,Sai,1,0,1,100.0
Unknown,Veekshith4,1,0,1,100.0
Unknown,Adilmirza,1,0,1,100.0
Unknown,timephilospher13,1,0,1,100.0
Unknown,prudhiviraj,1,0,1,100.0
Unknown,zubair16,1,0,1,100.0
Unknown,Shikhar Sharma,1,0,1,100.0
Unknown,Janjo,1,0,1,100.0
Unknown,Puneet,0,1,1,0.0
Unknown,Ikram Khan,2,0,2,100.0
Unknown,Boora,1,0,1,100.0
Unknown,K2L,1,1,2,50.0
Unknown,Venomvertex24,1,0,1,100.0
Unknown,ammarkhan87,2,0,2,100.0
Unknown,Viraj Sankholkar,1,0,1,100.0
Unknown,Finalstatue,1,0,1,100.0
Unknown,AminSajwani17,1,0,1,100.0
Unknown,harsha425,1,0,1,100.0
Unknown,fas,1,1,2,50.0
Unknown,GoldBadger2650,1,0,1,100.0
Unknown,Muhammad Janjua,1,0,1,100.0
Unknown,Parth Patel,0,0,1,0.0
Unknown,Zackahmed2020,0,1,1,0.0
Unknown,Narayanharimittal,0,1,1,0.0
Unknown,Aalok,0,0,1,0.0
Unknown,Izhar Ali,0,1,1,0.0
Unknown,Mudi,0,0,1,0.0
Unknown,Bharath Simha Reddy Bobbala,0,1,1,0.0
Unknown,Isco71,0,0,1,0.0
Unknown,Arshpreet Singh,1,0,1,100.0
Unknown,మధు కిరణ్ తుమ్మిడి,0,1,1,0.0
Unknown,Mehmood,1,0,1,100.0
Unknown,Vishal,1,0,1,100.0
Unknown,LaughingMacaw9638,0,1,1,0.0
Unknown,Salim Syed,0,1,1,0.0
Unknown,Garvish,0,1,1,0.0
Unknown,SamP,1,1,2,50.0
Unknown,Shayak Mukherjee,0,1,1,0.0
Unknown,wajihhaider1,0,1,1,0.0
Unknown,Gautam Khandige,2,0,2,100.0
Unknown,Jack,1,0,1,100.0
Unknown,Karanveer Singh,3,0,3,100.0
Unknown,Ram,2,0,2,100.0
Unknown,Numan Sarfraz,2,0,2,100.0
Unknown,Srikanth Mamidi,1,0,1,100.0
Unknown,Sohaib Arshad,2,0,2,100.0
Unknown,Anil Roy,1,0,1,100.0
Unknown,Morne Herselman,1,0,1,100.0
Unknown,Atul Gupta,1,0,1,100.0
Unknown,Lets workout,1,0,1,100.0
Unknown,Arslan Cheema,1,0,1,100.0
Unknown,Sheikh0300,1,0,1,100.0
Unknown,amazing11,1,0,1,100.0
Unknown,CS COATs,1,0,1,100.0
Unknown,James Middleton,1,0,1,100.0
Unknown,Imran Shariff,1,0,1,100.0
Unknown,Jigar Adhiya,1,0,1,100.0
Unknown,SAi Kumar Reddy,1,0,1,100.0
Unknown,Deepuppal,1,0,1,100.0
Unknown,Rohan,1,0,1,100.0
Unknown,Jeevan,0,1,1,0.0
Unknown,Another Cricketer,1,0,1,100.0
Unknown,musascontact,1,0,1,100.0
Unknown,deepu_vyshu,1,0,1,100.0
Unknown,Stealthemu,1,0,1,100.0
Unknown,Ali,1,0,1,100.0
Unknown,Right_handed_batsman,1,0,1,100.0
Unknown,Ali110,1,0,1,100.0
Unknown,Santosh,1,0,1,100.0
Unknown,SadhiqCMA,1,0,1,100.0
Unknown,Stone Cold316,1,0,1,100.0
Unknown,vrmaha8055,1,0,1,100.0
Unknown,Dushyanth,1,0,1,100.0
Unknown,Iceman,0,1,1,0.0
Unknown,Anil Solanki,1,0,1,100.0
Unknown,FriendlyFlamingo9461,1,0,1,100.0
Unknown,bizwiz00,2,0,2,100.0
Unknown,Mandy Mandanna,1,0,1,100.0
Unknown,Albert,1,0,1,100.0
Unknown,DataDragon,1,0,1,100.0
Unknown,mnfumatiya,1,0,1,100.0
Unknown,San Van,1,0,1,100.0
Unknown,Barney,1,0,1,100.0
Unknown,rishirocks22,1,0,1,100.0
Unknown,FrostedNarwhal4218,1,0,1,100.0
Unknown,Nishant Kumar,0,1,1,0.0
Unknown,RONAK,0,1,1,0.0
Unknown,Meer03,1,0,1,100.0
Unknown,Akshar1127,1,0,1,100.0
Unknown,Niles,1,0,1,100.0
Unknown,Asif Eqbal,0,1,1,0.0
Unknown,Fucuras,1,0,1,100.0
Unknown,Adeel Prasla,1,0,1,100.0
Unknown,Harsh,0,1,1,0.0
Unknown,Kinshuk Kashyap,1,0,1,100.0
Unknown,nxy6608,1,0,1,100.0
Unknown,CyyM07,1,0,1,100.0
Unknown,AJ-Abhi,1,0,1,100.0
Unknown,Mustafa Hussain,1,0,1,100.0
Unknown,BazBall,0,1,1,0.0
Unknown,Steve,1,0,1,100.0
Unknown,Haleyangilella,1,0,1,100.0
Unknown,HarshaPopuri,1,0,1,100.0
Unknown,Shashank Ubarhande,1,0,1,100.0
Unknown,Praneeth,1,0,1,100.0
Unknown,Mumar19,1,0,1,100.0
Unknown,Vidit Chopra,1,0,1,100.0
Unknown,Mayank Dungarwal,0,1,1,0.0
Unknown,Regor024,1,0,1,100.0
